transaction_id,account_id,timestamp,amount,type,is_fraud_flag
TXN000089,ACC2638,2024-01-01T09:44:30,306.51,TRANSFER,0
TXN000090,ACC9288,2024-01-01T09:45:00,385.7,DEPOSIT,0
TXN000091,ACC6718,2024-01-01T09:45:30,71.04,TRANSFER,0
TXN000092,ACC7054,2024-01-01T09:46:00,1057.1,DEPOSIT,0
TXN000093,ACC9900,2024-01-01T09:46:30,85.84,DEPOSIT,0
TXN000094,ACC9666,2024-01-01T09:47:00,472.96,TRANSFER,0
TXN000095,ACC5905,2024-01-01T09:47:30,551.1,TRANSFER,0
TXN000096,ACC3200,2024-01-01T09:48:00,1397.87,DEPOSIT,0
TXN000097,ACC2753,2024-01-01T09:48:30,61.33,WITHDRAWAL,0
TXN000098,ACC4450,2024-01-01T09:49:00,158.97,DEPOSIT,0
TXN000099,ACC5325,2024-01-01T09:49:30,113.83,PAYMENT,0
TXN000100,ACC1832,2024-01-01T09:50:00,144.59,TRANSFER,0
TXN000101,ACC5533,2024-01-01T09:50:30,502.95,TRANSFER,0
TXN000102,ACC3143,2024-01-01T09:51:00,1.78,DEPOSIT,0
TXN000103,ACC8239,2024-01-01T09:51:30,88.12,PAYMENT,0
TXN000104,ACC2832,2024-01-01T09:52:00,411.52,TRANSFER,0
TXN000105,ACC3442,2024-01-01T09:52:30,1450.67,TRANSFER,0
TXN000106,ACC3426,2024-01-01T09:53:00,899.68,PAYMENT,0
TXN000107,ACC6050,2024-01-01T09:53:30,68.17,DEPOSIT,0
TXN000108,ACC1653,2024-01-01T09:54:00,1146.23,DEPOSIT,0
TXN000109,ACC5088,2024-01-01T09:54:30,117.91,TRANSFER,0
TXN000110,ACC7658,2024-01-01T09:55:00,218.23,WITHDRAWAL,0
TXN000111,ACC4878,2024-01-01T09:55:30,1300.25,WITHDRAWAL,0
TXN000112,ACC3900,2024-01-01T09:56:00,1869.16,PAYMENT,0
TXN000113,ACC6442,2024-01-01T09:56:30,12.55,PAYMENT,0
TXN000114,ACC5065,2024-01-01T09:57:00,810.34,DEPOSIT,0
TXN000115,ACC2771,2024-01-01T09:57:30,86.7,PAYMENT,0
TXN000116,ACC8711,2024-01-01T09:58:00,1028.51,WITHDRAWAL,0
TXN000117,ACC8541,2024-01-01T09:58:30,111.3,DEPOSIT,0
TXN000118,ACC4728,2024-01-01T09:59:00,182.06,WITHDRAWAL,0
TXN000119,ACC4164,2024-01-01T09:59:30,11.97,PAYMENT,0
TXN000120,ACC2137,2024-01-01T10:00:00,198.94,DEPOSIT,0
TXN000121,ACC9346,2024-01-01T10:00:30,216.27,PAYMENT,0
TXN000122,ACC9785,2024-01-01T10:01:00,568.96,DEPOSIT,0
TXN000123,ACC2889,2024-01-01T10:01:30,1400.39,DEPOSIT,0
TXN000124,ACC5349,2024-01-01T10:02:00,98.35,TRANSFER,0
TXN000125,ACC8119,2024-01-01T10:02:30,57.37,DEPOSIT,0
TXN000126,ACC6139,2024-01-01T10:03:00,651.98,PAYMENT,0
TXN000127,ACC9379,2024-01-01T10:03:30,465.97,TRANSFER,0
TXN000128,ACC4114,2024-01-01T10:04:00,243.23,DEPOSIT,0
TXN000129,ACC8144,2024-01-01T10:04:30,22.7,TRANSFER,0
TXN000130,ACC9821,2024-01-01T10:05:00,366.9,WITHDRAWAL,0
TXN000131,ACC2146,2024-01-01T10:05:30,226.45,DEPOSIT,0
TXN000132,ACC3041,2024-01-01T10:06:00,487.96,DEPOSIT,0
TXN000133,ACC7691,2024-01-01T10:06:30,353.75,DEPOSIT,0
TXN000134,ACC5844,2024-01-01T10:07:00,257.42,WITHDRAWAL,0
TXN000135,ACC7211,2024-01-01T10:07:30,106.5,WITHDRAWAL,0
TXN000136,ACC5930,2024-01-01T10:08:00,477.93,PAYMENT,0
TXN000137,ACC1006,2024-01-01T10:08:30,396.97,DEPOSIT,0
TXN000138,ACC8043,2024-01-01T10:09:00,169.08,DEPOSIT,0
TXN000139,ACC8244,2024-01-01T10:09:30,312.73,WITHDRAWAL,0
TXN000140,ACC3780,2024-01-01T10:10:00,357.87,TRANSFER,0
TXN000141,ACC6491,2024-01-01T10:10:30,166.89,TRANSFER,0
TXN000142,ACC4848,2024-01-01T10:11:00,853.04,DEPOSIT,0
TXN000143,ACC4262,2024-01-01T10:11:30,127.21,WITHDRAWAL,0
TXN000144,ACC5011,2024-01-01T10:12:00,12.36,PAYMENT,0
TXN000145,ACC2193,2024-01-01T10:12:30,472.44,PAYMENT,0
TXN000146,ACC4185,2024-01-01T10:13:00,267.59,PAYMENT,0
TXN000147,ACC4997,2024-01-01T10:13:30,340.98,WITHDRAWAL,0
TXN000148,ACC1090,2024-01-01T10:14:00,533.64,TRANSFER,0
TXN000149,ACC4585,2024-01-01T10:14:30,753.49,WITHDRAWAL,0
TXN000150,ACC9486,2024-01-01T10:15:00,815.1,PAYMENT,0
TXN000151,ACC5082,2024-01-01T10:15:30,25.76,TRANSFER,0
TXN000152,ACC8612,2024-01-01T10:16:00,304.83,DEPOSIT,0
TXN000153,ACC8251,2024-01-01T10:16:30,1498.26,PAYMENT,0
TXN000154,ACC9976,2024-01-01T10:17:00,887.66,PAYMENT,0
TXN000155,ACC8777,2024-01-01T10:17:30,1137.52,PAYMENT,0
TXN000156,ACC5050,2024-01-01T10:18:00,150.01,DEPOSIT,0
TXN000157,ACC9540,2024-01-01T10:18:30,725.82,PAYMENT,0
TXN000158,ACC5499,2024-01-01T10:19:00,492.75,PAYMENT,0
TXN000159,ACC5681,2024-01-01T10:19:30,40.32,WITHDRAWAL,0
TXN000160,ACC6238,2024-01-01T10:20:00,158.53,TRANSFER,0
TXN000161,ACC4788,2024-01-01T10:20:30,74.47,PAYMENT,0
TXN000162,ACC4505,2024-01-01T10:21:00,592.0,TRANSFER,0
TXN000163,ACC6421,2024-01-01T10:21:30,267.96,PAYMENT,0
TXN000164,ACC4388,2024-01-01T10:22:00,268.73,PAYMENT,0
TXN000165,ACC1320,2024-01-01T10:22:30,246.72,PAYMENT,0
TXN000166,ACC6763,2024-01-01T10:23:00,324.07,DEPOSIT,0
TXN000167,ACC7865,2024-01-01T10:23:30,700.15,WITHDRAWAL,0
TXN000168,ACC5471,2024-01-01T10:24:00,334.94,PAYMENT,0
TXN000169,ACC7371,2024-01-01T10:24:30,332.42,DEPOSIT,0
TXN000170,ACC7624,2024-01-01T10:25:00,552.63,WITHDRAWAL,0
TXN000171,ACC3091,2024-01-01T10:25:30,917.87,TRANSFER,0
TXN000172,ACC1444,2024-01-01T10:26:00,1187.2,TRANSFER,0
TXN000173,ACC3223,2024-01-01T10:26:30,514.66,PAYMENT,0
TXN000174,ACC5262,2024-01-01T10:27:00,100.28,PAYMENT,0
TXN000175,ACC8449,2024-01-01T10:27:30,198.27,DEPOSIT,0
TXN000176,ACC7211,2024-01-01T10:28:00,205.87,DEPOSIT,0
TXN000177,ACC7906,2024-01-01T10:28:30,697.18,DEPOSIT,0
TXN000178,ACC8705,2024-01-01T10:29:00,900.64,TRANSFER,0
TXN000179,ACC1853,2024-01-01T10:29:30,691.2,DEPOSIT,0
TXN000180,ACC2124,2024-01-01T10:30:00,126.94,TRANSFER,0
TXN000181,ACC5051,2024-01-01T10:30:30,701.69,WITHDRAWAL,0
TXN000182,ACC3496,2024-01-01T10:31:00,913.89,WITHDRAWAL,0
TXN000183,ACC2874,2024-01-01T10:31:30,67.46,WITHDRAWAL,0
TXN000184,ACC5198,2024-01-01T10:32:00,312.78,DEPOSIT,0
TXN000185,ACC2876,2024-01-01T10:32:30,91.83,WITHDRAWAL,0
TXN000186,ACC2771,2024-01-01T10:33:00,1672.23,TRANSFER,0
TXN000187,ACC7149,2024-01-01T10:33:30,1321.74,PAYMENT,0
TXN000188,ACC4249,2024-01-01T10:34:00,1419.11,TRANSFER,0
TXN000189,ACC4978,2024-01-01T10:34:30,448.36,TRANSFER,0
TXN000190,ACC5941,2024-01-01T10:35:00,597.33,TRANSFER,0
TXN000191,ACC1672,2024-01-01T10:35:30,795.37,DEPOSIT,0
TXN000192,ACC7071,2024-01-01T10:36:00,380.44,TRANSFER,0
TXN000193,ACC6590,2024-01-01T10:36:30,352.57,TRANSFER,0
TXN000194,ACC9031,2024-01-01T10:37:00,947.15,TRANSFER,0
TXN000195,ACC6934,2024-01-01T10:37:30,284.16,PAYMENT,0
TXN000196,ACC8135,2024-01-01T10:38:00,614.32,WITHDRAWAL,0
TXN000197,ACC5425,2024-01-01T10:38:30,661.74,PAYMENT,0
TXN000198,ACC5397,2024-01-01T10:39:00,312.63,DEPOSIT,0
TXN000199,ACC2419,2024-01-01T10:39:30,954.3,DEPOSIT,0
TXN000200,ACC4995,2024-01-01T10:40:00,1066.97,PAYMENT,0
TXN000201,ACC7209,2024-01-01T10:40:30,421.81,DEPOSIT,0
TXN000202,ACC6325,2024-01-01T10:41:00,14.56,WITHDRAWAL,0
TXN000203,ACC6813,2024-01-01T10:41:30,334.28,DEPOSIT,0
TXN000204,ACC5526,2024-01-01T10:42:00,208.01,TRANSFER,0
TXN000205,ACC4130,2024-01-01T10:42:30,363.48,TRANSFER,0
TXN000206,ACC7658,2024-01-01T10:43:00,138.11,PAYMENT,0
TXN000207,ACC4937,2024-01-01T10:43:30,405.04,PAYMENT,0
TXN000208,ACC9041,2024-01-01T10:44:00,519.09,PAYMENT,0
TXN000209,ACC2524,2024-01-01T10:44:30,787.36,DEPOSIT,0
TXN000210,ACC4986,2024-01-01T10:45:00,125.26,DEPOSIT,0
TXN000211,ACC7046,2024-01-01T10:45:30,545.26,PAYMENT,0
TXN000212,ACC6632,2024-01-01T10:46:00,403.13,PAYMENT,0
TXN000213,ACC6419,2024-01-01T10:46:30,2846.64,DEPOSIT,0
TXN000214,ACC5438,2024-01-01T10:47:00,606.77,DEPOSIT,0
TXN000215,ACC2976,2024-01-01T10:47:30,144.78,WITHDRAWAL,0
TXN000216,ACC9779,2024-01-01T10:48:00,189.57,WITHDRAWAL,0
TXN000217,ACC8933,2024-01-01T10:48:30,106.31,DEPOSIT,0
TXN000218,ACC9595,2024-01-01T10:49:00,644.74,DEPOSIT,0
TXN000219,ACC4180,2024-01-01T10:49:30,1968.94,DEPOSIT,0
TXN000220,ACC3939,2024-01-01T10:50:00,129.05,DEPOSIT,0
TXN000221,ACC9751,2024-01-01T10:50:30,7.12,WITHDRAWAL,0
TXN000222,ACC1893,2024-01-01T10:51:00,160.32,DEPOSIT,0
TXN000223,ACC3068,2024-01-01T10:51:30,597.7,PAYMENT,0
TXN000224,ACC1200,2024-01-01T10:52:00,54.12,DEPOSIT,0
TXN000225,ACC8216,2024-01-01T10:52:30,316.87,DEPOSIT,0
TXN000226,ACC1841,2024-01-01T10:53:00,101.89,DEPOSIT,0
TXN000227,ACC8827,2024-01-01T10:53:30,1415.65,TRANSFER,0
TXN000228,ACC7565,2024-01-01T10:54:00,863.31,PAYMENT,0
TXN000229,ACC1878,2024-01-01T10:54:30,38.48,WITHDRAWAL,0
TXN000230,ACC5978,2024-01-01T10:55:00,80.79,TRANSFER,0
TXN000231,ACC2940,2024-01-01T10:55:30,2551.22,PAYMENT,0
TXN000232,ACC4697,2024-01-01T10:56:00,466.11,PAYMENT,0
TXN000233,ACC8253,2024-01-01T10:56:30,299.39,DEPOSIT,0
TXN000234,ACC8025,2024-01-01T10:57:00,983.65,DEPOSIT,0
TXN000235,ACC1986,2024-01-01T10:57:30,420.39,TRANSFER,0
TXN000236,ACC4404,2024-01-01T10:58:00,1474.33,WITHDRAWAL,0
TXN000237,ACC2330,2024-01-01T10:58:30,153.7,WITHDRAWAL,0
TXN000238,ACC2229,2024-01-01T10:59:00,137.13,WITHDRAWAL,0
TXN000239,ACC8381,2024-01-01T10:59:30,1.34,PAYMENT,0
TXN000240,ACC4792,2024-01-01T11:00:00,172.13,DEPOSIT,0
TXN000241,ACC8438,2024-01-01T11:00:30,613.72,TRANSFER,0
TXN000242,ACC5334,2024-01-01T11:01:00,581.39,WITHDRAWAL,0
TXN000243,ACC9922,2024-01-01T11:01:30,276.81,WITHDRAWAL,0
TXN000244,ACC5352,2024-01-01T11:02:00,521.54,WITHDRAWAL,0
TXN000245,ACC3718,2024-01-01T11:02:30,37.04,DEPOSIT,0
TXN000246,ACC5728,2024-01-01T11:03:00,451.99,PAYMENT,0
TXN000247,ACC5982,2024-01-01T11:03:30,66.4,PAYMENT,0
TXN000248,ACC9199,2024-01-01T11:04:00,1429.52,PAYMENT,0
TXN000249,ACC1653,2024-01-01T11:04:30,287.91,PAYMENT,0
TXN000250,ACC5102,2024-01-01T11:05:00,663.13,TRANSFER,0
TXN000251,ACC1339,2024-01-01T11:05:30,47.88,DEPOSIT,0
TXN000252,ACC3870,2024-01-01T11:06:00,429.3,PAYMENT,0
TXN000253,ACC8245,2024-01-01T11:06:30,365.91,DEPOSIT,0
TXN000254,ACC8141,2024-01-01T11:07:00,100.13,PAYMENT,0
TXN000255,ACC8700,2024-01-01T11:07:30,1737.78,DEPOSIT,0
TXN000256,ACC6260,2024-01-01T11:08:00,262.42,TRANSFER,0
TXN000257,ACC6403,2024-01-01T11:08:30,975.03,PAYMENT,0
TXN000258,ACC5722,2024-01-01T11:09:00,591.55,PAYMENT,0
TXN000259,ACC1601,2024-01-01T11:09:30,839.84,PAYMENT,0
TXN000260,ACC5135,2024-01-01T11:10:00,46.09,DEPOSIT,0
TXN000261,ACC7622,2024-01-01T11:10:30,61.6,TRANSFER,0
TXN000262,ACC9889,2024-01-01T11:11:00,535.98,PAYMENT,0
TXN000263,ACC4073,2024-01-01T11:11:30,266.58,DEPOSIT,0
TXN000264,ACC9167,2024-01-01T11:12:00,487.27,PAYMENT,0
TXN000265,ACC4335,2024-01-01T11:12:30,713.54,DEPOSIT,0
TXN000266,ACC5719,2024-01-01T11:13:00,398.39,PAYMENT,0
TXN000267,ACC8941,2024-01-01T11:13:30,1063.67,TRANSFER,0
TXN000268,ACC4920,2024-01-01T11:14:00,14.65,WITHDRAWAL,0
TXN000269,ACC1224,2024-01-01T11:14:30,186.08,PAYMENT,0
TXN000270,ACC2858,2024-01-01T11:15:00,48.92,PAYMENT,0
TXN000271,ACC3522,2024-01-01T11:15:30,1469.31,PAYMENT,0
TXN000272,ACC5781,2024-01-01T11:16:00,1348.95,DEPOSIT,0
TXN000273,ACC8905,2024-01-01T11:16:30,268.49,PAYMENT,0
TXN000274,ACC3369,2024-01-01T11:17:00,139.68,PAYMENT,0
TXN000275,ACC9327,2024-01-01T11:17:30,105.74,WITHDRAWAL,0
TXN000276,ACC5526,2024-01-01T11:18:00,997.65,PAYMENT,0
TXN000277,ACC9318,2024-01-01T11:18:30,207.66,DEPOSIT,0
TXN000278,ACC5634,2024-01-01T11:19:00,858.93,DEPOSIT,0
TXN000279,ACC9022,2024-01-01T11:19:30,908.46,WITHDRAWAL,0
TXN000280,ACC8935,2024-01-01T11:20:00,295.79,DEPOSIT,0
TXN000281,ACC9903,2024-01-01T11:20:30,202.06,PAYMENT,0
TXN000282,ACC6272,2024-01-01T11:21:00,303.8,WITHDRAWAL,0
TXN000283,ACC4912,2024-01-01T11:21:30,1975.76,PAYMENT,0
TXN000284,ACC7730,2024-01-01T11:22:00,133.0,TRANSFER,0
TXN000285,ACC8749,2024-01-01T11:22:30,191.49,PAYMENT,0
TXN000286,ACC3492,2024-01-01T11:23:00,243.94,PAYMENT,0
TXN000287,ACC3068,2024-01-01T11:23:30,1673.7,DEPOSIT,0
TXN000288,ACC8213,2024-01-01T11:24:00,1018.96,TRANSFER,0
TXN000289,ACC8486,2024-01-01T11:24:30,373.22,TRANSFER,0
TXN000290,ACC7717,2024-01-01T11:25:00,640.87,WITHDRAWAL,0
TXN000291,ACC5342,2024-01-01T11:25:30,38.89,DEPOSIT,0
TXN000292,ACC7512,2024-01-01T11:26:00,488.1,TRANSFER,0
TXN000293,ACC9742,2024-01-01T11:26:30,954.48,PAYMENT,0
TXN000294,ACC8994,2024-01-01T11:27:00,1541.08,TRANSFER,0
TXN000295,ACC4846,2024-01-01T11:27:30,480.46,DEPOSIT,0
TXN000296,ACC2480,2024-01-01T11:28:00,2981.13,PAYMENT,0
TXN000297,ACC2646,2024-01-01T11:28:30,1916.09,PAYMENT,0
TXN000298,ACC5906,2024-01-01T11:29:00,90.98,TRANSFER,0
TXN000299,ACC1919,2024-01-01T11:29:30,23.54,DEPOSIT,0
TXN000300,ACC8056,2024-01-01T11:30:00,221.94,WITHDRAWAL,0
TXN000301,ACC7751,2024-01-01T11:30:30,139.99,WITHDRAWAL,0
TXN000302,ACC2293,2024-01-01T11:31:00,93.15,PAYMENT,0
TXN000303,ACC4945,2024-01-01T11:31:30,483.41,PAYMENT,0
TXN000304,ACC3344,2024-01-01T11:32:00,1219.94,WITHDRAWAL,0
TXN000305,ACC5161,2024-01-01T11:32:30,309.16,PAYMENT,0
TXN000306,ACC1153,2024-01-01T11:33:00,147.4,PAYMENT,0
TXN000307,ACC9955,2024-01-01T11:33:30,1157.38,WITHDRAWAL,0
TXN000308,ACC6661,2024-01-01T11:34:00,38.37,DEPOSIT,0
TXN000309,ACC7951,2024-01-01T11:34:30,509.35,DEPOSIT,0
TXN000310,ACC5949,2024-01-01T11:35:00,305.17,WITHDRAWAL,0
TXN000311,ACC8916,2024-01-01T11:35:30,3687.73,TRANSFER,0
TXN000312,ACC6881,2024-01-01T11:36:00,135.38,DEPOSIT,0
TXN000313,ACC5837,2024-01-01T11:36:30,2459.4,TRANSFER,0
TXN000314,ACC7484,2024-01-01T11:37:00,1907.1,DEPOSIT,0
TXN000315,ACC1803,2024-01-01T11:37:30,4.07,PAYMENT,0
TXN000316,ACC5689,2024-01-01T11:38:00,894.4,WITHDRAWAL,0
TXN000317,ACC6772,2024-01-01T11:38:30,467.06,WITHDRAWAL,0
TXN000318,ACC5106,2024-01-01T11:39:00,506.15,WITHDRAWAL,0
TXN000319,ACC1645,2024-01-01T11:39:30,494.76,DEPOSIT,0
TXN000320,ACC1546,2024-01-01T11:40:00,777.03,DEPOSIT,0
TXN000321,ACC2476,2024-01-01T11:40:30,659.06,DEPOSIT,0
TXN000322,ACC7807,2024-01-01T11:41:00,197.8,WITHDRAWAL,0
TXN000323,ACC9837,2024-01-01T11:41:30,112.07,DEPOSIT,0
TXN000324,ACC5465,2024-01-01T11:42:00,378.42,WITHDRAWAL,0
TXN000325,ACC8894,2024-01-01T11:42:30,148.51,DEPOSIT,0
TXN000326,ACC6549,2024-01-01T11:43:00,686.31,TRANSFER,0
TXN000327,ACC2233,2024-01-01T11:43:30,315.87,WITHDRAWAL,0
TXN000328,ACC4696,2024-01-01T11:44:00,701.52,PAYMENT,0
TXN000329,ACC6992,2024-01-01T11:44:30,1709.73,TRANSFER,0
TXN000330,ACC1228,2024-01-01T11:45:00,781.95,DEPOSIT,0
TXN000331,ACC8451,2024-01-01T11:45:30,384.55,DEPOSIT,0
TXN000332,ACC5295,2024-01-01T11:46:00,558.64,PAYMENT,0
TXN000333,ACC7086,2024-01-01T11:46:30,864.16,TRANSFER,0
TXN000334,ACC8724,2024-01-01T11:47:00,561.71,TRANSFER,0
TXN000335,ACC6374,2024-01-01T11:47:30,483.2,WITHDRAWAL,0
TXN000336,ACC8606,2024-01-01T11:48:00,521.57,DEPOSIT,0
TXN000337,ACC2911,2024-01-01T11:48:30,523.83,WITHDRAWAL,0
TXN000338,ACC1609,2024-01-01T11:49:00,23.2,DEPOSIT,0
TXN000339,ACC2902,2024-01-01T11:49:30,2751.73,TRANSFER,0
TXN000340,ACC9807,2024-01-01T11:50:00,133.81,WITHDRAWAL,0
TXN000341,ACC7078,2024-01-01T11:50:30,246.04,PAYMENT,0
TXN000342,ACC3531,2024-01-01T11:51:00,442.57,PAYMENT,0
TXN000343,ACC9017,2024-01-01T11:51:30,531.99,PAYMENT,0
TXN000344,ACC5583,2024-01-01T11:52:00,1398.88,TRANSFER,0
TXN000345,ACC4559,2024-01-01T11:52:30,586.04,PAYMENT,0
TXN000346,ACC4868,2024-01-01T11:53:00,294.12,DEPOSIT,0
TXN000347,ACC7018,2024-01-01T11:53:30,52.32,DEPOSIT,0
TXN000348,ACC5520,2024-01-01T11:54:00,31.23,WITHDRAWAL,0
TXN000349,ACC8450,2024-01-01T11:54:30,1724.25,TRANSFER,0
TXN000350,ACC1349,2024-01-01T11:55:00,543.49,TRANSFER,0
TXN000351,ACC4990,2024-01-01T11:55:30,772.75,WITHDRAWAL,0
TXN000352,ACC4362,2024-01-01T11:56:00,773.18,TRANSFER,0
TXN000353,ACC4394,2024-01-01T11:56:30,885.44,WITHDRAWAL,0
TXN000354,ACC4817,2024-01-01T11:57:00,838.47,DEPOSIT,0
TXN000355,ACC1046,2024-01-01T11:57:30,744.43,DEPOSIT,0
